,nr cam,mp,parter,et1-2,et3+,etaj max,typ_decom,bloc nou,Price/Surface,Price,WebPage
2942,3,82,0,0,1,5,0,1,1817.07,149000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancu-nicolae/apartament-de-vanzare-3-camere-XBKF00009?lista=2349706&listing=1
2943,2,55,0,1,0,1,1,1,1155,63525,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-2-camere-XBR5100CC?lista=2349706&listing=1
2944,3,126,0,1,0,2,1,0,1888.89,238000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-3-camere-X14D10033?lista=2349706&listing=1
2945,3,102,0,1,0,2,1,1,1225.49,125000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-3-camere-XBIJ0000F?lista=2349706&listing=1
2946,2,56.66,0,0,1,5,1,1,2099.63,118965,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/barbu-vacarescu/apartament-de-vanzare-2-camere-X9VQ00014?lista=2349706&listing=1
2947,2,56,0,1,0,1,1,1,1517.86,85000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-2-camere-X7CQ1000K?lista=2349706&listing=1
2948,4,322,0,0,1,5,1,1,12049.69,3880000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/penthouse-de-vanzare-4-camere-X9V60003Q?lista=2349706&listing=1
2949,2,57.2,1,0,0,0,1,1,1870.63,107000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancu-nicolae/apartament-de-vanzare-2-camere-XBKF00007?lista=2349706&listing=1
2950,3,82.61,0,0,1,7,1,1,1585.76,131000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancu-nicolae/apartament-de-vanzare-3-camere-XBKF0000H?lista=2349706&listing=1
2951,2,51,0,0,1,3,1,1,1729.41,88200,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-2-camere-X9UH00008?lista=2349706&listing=1
2952,3,79,0,0,1,6,1,1,3202.53,253000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aviatiei/apartament-de-vanzare-3-camere-XC4510035?lista=2349706&listing=1
2953,2,56.36,0,1,0,2,1,1,2155.87,121505,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/barbu-vacarescu/apartament-de-vanzare-2-camere-X9VQ00010?lista=2349706&listing=1
2954,3,75,0,0,1,3,1,1,1853.33,139000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/decebal/apartament-de-vanzare-3-camere-X7PD1000F?lista=2349706&listing=1
2955,3,83,0,1,0,2,1,1,1542.17,128000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancu-nicolae/apartament-de-vanzare-3-camere-XBKF0000E?lista=2349706&listing=1
2956,2,49.45,0,1,0,2,0,1,1112.23,55000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/drumul-taberei/apartament-de-vanzare-2-camere-XBEA00007?lista=2349706&listing=1
2957,2,47,0,0,1,4,1,1,1127.66,53000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aparatorii-patriei/apartament-de-vanzare-2-camere-XA3B00091?lista=2349706&listing=1
2958,3,78.4,0,0,1,9,0,1,1607.14,126000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancu-nicolae/apartament-de-vanzare-3-camere-XBKF00003?lista=2349706&listing=1
2959,2,55,0,0,1,5,1,1,1681.82,92500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-2-camere-X7PD10009?lista=2349706&listing=1
2960,2,52.8,0,0,1,5,0,1,3087.12,163000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-2-camere-X14D10018?lista=2349706&listing=1
2961,3,90,1,0,0,0,1,1,2944.44,265000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/p-ta-dorobanti/apartament-de-vanzare-3-camere-X14D1001A?lista=2349706&listing=1
2962,3,105,0,0,1,3,0,1,1523.81,160000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-3-camere-X14D1000R?lista=2349706&listing=1
2963,3,85,0,0,1,3,1,1,848.24,72100,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-3-camere-XBR51002R?lista=2349706&listing=1
2964,3,68,1,0,0,0,0,1,1358.82,92400,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/nicolae-grigorescu/apartament-de-vanzare-3-camere-XBQ900004?lista=2349706&listing=1
2965,2,92.72,0,0,1,4,1,1,1261.86,117000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-2-camere-X8N51001L?lista=2349706&listing=1
2966,4,130,0,0,1,4,1,1,2153.85,280000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-4-camere-XC45100L3?lista=2349706&listing=1
2967,4,137,0,0,1,3,0,1,1698.14,232645,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-4-camere-XAIF1000P?lista=2349706&listing=1
2968,3,88,0,1,0,1,1,1,1369.32,120500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/crangasi/apartament-de-vanzare-3-camere-XBLR000A7?lista=2349706&listing=1
2969,3,78.4,0,0,1,6,0,1,2372.45,186000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-3-camere-XAPF00007?lista=2349706&listing=1
2970,4,108.1,0,0,1,8,1,1,2215.54,239500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-4-camere-XAPF00009?lista=2349706&listing=1
2971,1,45,0,1,0,2,1,1,836,37620,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/berceni/garsoniera-de-vanzare-XBR510071?lista=2349706&listing=1
2972,2,62,0,0,1,4,1,0,1580.65,98000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vitan-mall/apartament-de-vanzare-2-camere-X54H100BF?lista=2349706&listing=1
2973,4,90,0,1,0,1,1,1,2111.11,190000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/domenii/apartament-de-vanzare-4-camere-XC451000U?lista=2349706&listing=1
2974,3,66.58,0,1,0,2,1,0,1381.8,92000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/sud/apartament-de-vanzare-3-camere-XANO1015A?lista=2349706&listing=1
2975,2,41,0,1,0,2,0,1,1778.05,72900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/politehnica/apartament-de-vanzare-2-camere-X8P40000I?lista=2349706&listing=1
2976,1,37,0,1,0,1,1,0,1810.81,67000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/calea-calarasilor/garsoniera-de-vanzare-X54H1001P?lista=2349706&listing=1
2977,3,97,0,1,0,1,1,0,2989.69,290000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-3-camere-XAJI00011?lista=2349706&listing=1
2978,2,52,0,1,0,1,1,1,1201.92,62500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-2-camere-XBR510017?lista=2349706&listing=1
2979,2,52,0,1,0,1,1,1,1250,65000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aparatorii-patriei/apartament-de-vanzare-2-camere-XBVC0000R?lista=2349706&listing=1
2980,3,84,0,1,0,1,1,1,1934.3,162481,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/politehnica/apartament-de-vanzare-3-camere-X7IB0000R?lista=2349706&listing=1
2981,2,54.95,0,1,0,2,1,1,1053.69,57900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/rahova/apartament-de-vanzare-2-camere-X6R40000U?lista=2349706&listing=1
2982,1,41,0,1,0,1,1,1,1073.17,44000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/1-decembrie-1918/garsoniera-de-vanzare-XBCI00036?lista=2349706&listing=1
2983,4,113,0,0,1,4,1,1,1964.43,221981,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/politehnica/apartament-de-vanzare-4-camere-X7IB00023?lista=2349706&listing=1
2984,4,80.8,0,0,1,5,0,0,1212.87,98000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tei/apartament-de-vanzare-4-camere-XBO40000C?lista=2349706&listing=1
2985,2,62.75,0,0,1,3,1,1,1002.39,62900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/rahova/apartament-de-vanzare-2-camere-X6R400011?lista=2349706&listing=1
2986,2,57.35,0,0,1,5,1,1,1649.52,94600,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vitan/apartament-de-vanzare-2-camere-XBVC0000M?lista=2349706&listing=1
2987,2,52.47,0,0,1,9,1,1,1553.27,81500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/morarilor/apartament-de-vanzare-2-camere-X14D1001F?lista=2349706&listing=1
2988,4,140,0,0,1,4,1,1,1282.14,179500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-4-camere-X8DC0000A?lista=2349706&listing=1
2989,2,49,0,0,1,6,0,0,1326.53,65000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/obor/apartament-de-vanzare-2-camere-XV0K007MP?lista=2349706&listing=1
2990,2,54,0,1,0,1,1,0,1370.37,74000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/colentina/apartament-de-vanzare-2-camere-XV0K009BV?lista=2349706&listing=1
2991,1,44,0,0,1,9,1,0,1352.27,59500,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/tei/garsoniera-de-vanzare-XV0K009LP?lista=2349706&listing=1
2992,3,80,0,0,1,7,1,0,1712.5,137000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/calea-calarasilor/apartament-de-vanzare-3-camere-XV0K009BL?lista=2349706&listing=1
2993,3,62,0,0,1,4,0,0,1386.94,85990,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/titan/apartament-de-vanzare-3-camere-XV0J00JRV?lista=2349706&listing=1
2994,3,111,0,0,1,5,0,1,2432.43,270000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/13-septembrie/apartament-de-vanzare-3-camere-XV0K009HN?lista=2349706&listing=1
2995,3,60,0,1,0,1,0,0,1158.33,69500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/drumul-taberei/apartament-de-vanzare-3-camere-XV0J00RND?lista=2349706&listing=1
2996,3,76,0,0,1,10,1,1,1552.63,118000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/doamna-ghica/apartament-de-vanzare-3-camere-XV0K008B9?lista=2349706&listing=1
2997,2,60,0,1,0,1,1,0,1325,79500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/sebastian/apartament-de-vanzare-2-camere-XV0K009L3?lista=2349706&listing=1
2998,2,51,0,0,1,7,0,0,1549.02,79000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/titan/apartament-de-vanzare-2-camere-XV0K00955?lista=2349706&listing=1
2999,2,60,0,0,1,6,0,0,1491.67,89500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/obor/apartament-de-vanzare-2-camere-XV0K009LN?lista=2349706&listing=1
3000,2,56,1,0,0,0,0,1,1482.14,83000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-2-camere-XV0700LTQ?lista=2349706&listing=1
3001,2,63,0,0,1,6,1,1,1095.24,69000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-XV0K009D5?lista=2349706&listing=1
3002,2,48,0,0,1,5,1,0,1291.67,62000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/eroii-revolutiei/apartament-de-vanzare-2-camere-XV0K009B1?lista=2349706&listing=1
3003,2,38,0,1,0,2,1,0,1236.84,47000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-2-camere-XV0F004HL?lista=2349706&listing=1
3004,2,50,0,0,1,3,1,0,1100,55000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/drumul-taberei/apartament-de-vanzare-2-camere-XV0K009RH?lista=2349706&listing=1
3005,3,85,0,0,1,3,1,0,1117.65,95000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/sebastian/apartament-de-vanzare-3-camere-XV0K009LL?lista=2349706&listing=1
3006,3,63,0,0,1,3,1,0,1246.03,78500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/1-decembrie-1918/apartament-de-vanzare-3-camere-XV0K009RD?lista=2349706&listing=1
3007,2,51,0,0,1,4,0,1,2117.65,108000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-2-camere-XV0K0024H?lista=2349706&listing=1
3008,1,45,0,0,1,3,1,0,1100,49500,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/sebastian/garsoniera-de-vanzare-XV0K006ND?lista=2349706&listing=1
3009,2,50,0,0,1,9,0,0,1578,78900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-2-camere-XV0K0096F?lista=2349706&listing=1
3010,3,99,0,0,1,3,0,1,803.03,79500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-3-camere-XV0I007CT?lista=2349706&listing=1
3011,5,240,0,1,0,2,1,1,5000,1200000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aviatorilor/apartament-de-vanzare-5-camere-XV0K006BP?lista=2349706&listing=1
3012,2,54,0,0,1,8,0,1,2129.63,115000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/drumul-taberei/apartament-de-vanzare-2-camere-XV0J002FR?lista=2349706&listing=1
3013,1,40,0,0,1,9,1,0,1297.5,51900,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/tei/garsoniera-de-vanzare-XV0J0014P?lista=2349706&listing=1
3014,3,75,0,0,1,5,0,0,986.67,74000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/sebastian/apartament-de-vanzare-3-camere-XV0K009PH?lista=2349706&listing=1
3015,2,50,0,1,0,1,1,0,1900,95000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/cismigiu/apartament-de-vanzare-2-camere-XV0700IN2?lista=2349706&listing=1
3016,4,180,0,1,0,2,1,1,2361.11,425000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/arcul-de-triumf/apartament-de-vanzare-4-camere-XV0K009BR?lista=2349706&listing=1
3017,2,70,0,0,1,4,1,0,2000,140000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/decebal/apartament-de-vanzare-2-camere-XV0K007TT?lista=2349706&listing=1
3018,2,53,0,0,1,5,0,1,2490.57,132000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-2-camere-XV0H00V0P?lista=2349706&listing=1
3019,2,59,1,0,0,0,1,0,983.05,58000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/rahova/apartament-de-vanzare-2-camere-XV0J00PF1?lista=2349706&listing=1
3020,2,40,0,1,0,2,0,0,2300,92000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/floreasca/apartament-de-vanzare-2-camere-XV0K009QB?lista=2349706&listing=1
3021,4,90,0,0,1,8,1,0,1055.56,95000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/rahova/apartament-de-vanzare-4-camere-XV0K009PD?lista=2349706&listing=1
3022,3,73,1,0,0,0,0,1,1082.19,79000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/bucurestii-noi/apartament-de-vanzare-3-camere-XV0K0005D?lista=2349706&listing=1
3023,2,60,0,0,1,8,1,0,2666.67,160000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-2-camere-XV0K009QJ?lista=2349706&listing=1
3024,3,78,0,0,1,3,1,0,2961.54,231000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-3-camere-XV0K009OP?lista=2349706&listing=1
3025,1,35,0,0,1,11,1,0,1628.57,57000,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/dristor/garsoniera-de-vanzare-XV0K009PF?lista=2349706&listing=1
3026,2,52,0,0,1,5,0,0,1451.92,75500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/titan/apartament-de-vanzare-2-camere-XV0K008RN?lista=2349706&listing=1
3027,1,35,0,0,1,3,1,0,1357.14,47500,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/drumul-taberei/garsoniera-de-vanzare-XC7C00005?lista=2349706&listing=1
3028,2,53,0,1,0,1,1,1,1287.74,68250,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-2-camere-XBR5100B9?lista=2349706&listing=1
3029,3,73,0,0,1,7,1,0,1452.05,106000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vitan-mall/apartament-de-vanzare-3-camere-X54H1001N?lista=2349706&listing=1
3030,4,122.33,0,0,1,9,1,1,1054.52,129000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/drumul-taberei/apartament-de-vanzare-4-camere-XBEA00009?lista=2349706&listing=1
3031,1,33,0,0,1,4,0,0,1439.39,47500,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/titan/garsoniera-de-vanzare-XBM20000H?lista=2349706&listing=1
3032,3,100.25,0,1,0,2,1,1,1386.53,139000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pantelimon/apartament-de-vanzare-3-camere-XB9T00007?lista=2349706&listing=1
3033,4,97,0,1,0,1,1,0,2546.39,247000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/eminescu/apartament-de-vanzare-4-camere-XC451001J?lista=2349706&listing=1
3034,2,57,0,1,0,1,1,1,1085.96,61900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-2-camere-XBM500003?lista=2349706&listing=1
3035,2,57,0,1,0,2,1,0,1043.86,59500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-XBR510013?lista=2349706&listing=1
3036,3,71,0,1,0,2,0,1,1500.25,106518,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/grozavesti/apartament-de-vanzare-3-camere-XA8Q10006?lista=2349706&listing=1
3037,2,58,0,1,0,2,1,1,887.93,51500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-X53U0007H?lista=2349706&listing=1
3038,1,45,1,0,0,0,1,1,984.44,44300,https://www.imobiliare.ro/vanzare-garsoniere/bucuresti/1-decembrie-1918/garsoniera-de-vanzare-XBCI00005?lista=2349706&listing=1
3039,2,52,0,0,1,4,0,0,1632.69,84900,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-2-camere-X7NU1009R?lista=2349706&listing=1
3040,3,86,0,1,0,1,0,1,1680.23,144500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-3-camere-X9BP0004G?lista=2349706&listing=1
3041,2,64,0,1,0,1,1,1,1195.31,76500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-2-camere-XBR51009R?lista=2349706&listing=1
3042,3,85,1,0,0,0,1,1,1941.18,165000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-3-camere-XBR5100C8?lista=2349706&listing=1
3043,2,50,0,0,1,7,0,0,1270,63500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-XBFQ0000N?lista=2349706&listing=1
3044,2,55,0,1,0,1,1,1,981.82,54000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-XBR51009M?lista=2349706&listing=1
3045,3,103,1,0,0,0,1,1,1504.85,155000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-3-camere-XBR51003O?lista=2349706&listing=1
3046,2,51,0,1,0,2,0,0,1529.41,78000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/iancului/apartament-de-vanzare-2-camere-X9241000C?lista=2349706&listing=1
3047,3,85,0,1,0,1,0,1,2223.53,189000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/p-ta-victoriei/apartament-de-vanzare-3-camere-X4JJ1001N?lista=2349706&listing=1
3048,2,49.32,0,1,0,1,0,1,1358.48,67000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/theodor-pallady/apartament-de-vanzare-2-camere-XBJ300005?lista=2349706&listing=1
3049,3,64,0,1,0,1,1,1,1718.75,110000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/damaroaia/apartament-de-vanzare-3-camere-XC45100LR?lista=2349706&listing=1
3050,2,67,0,1,0,2,0,1,1470.15,98500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pache-protopopescu/apartament-de-vanzare-2-camere-X7CI00055?lista=2349706&listing=1
3051,3,80,0,1,0,1,0,0,1312.5,105000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-3-camere-XAE60001O?lista=2349706&listing=1
3052,3,65,0,0,1,4,1,0,1515.38,98500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/tineretului/apartament-de-vanzare-3-camere-XBFQ00010?lista=2349706&listing=1
3053,4,90,0,1,0,2,1,0,875.56,78800,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/calea-calarasilor/apartament-de-vanzare-4-camere-X3NM1002H?lista=2349706&listing=1
3054,2,42,0,0,1,7,0,0,1238.1,52000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-2-camere-XBFQ0000H?lista=2349706&listing=1
3055,3,64,0,1,0,1,0,0,1437.5,92000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vatra-luminoasa/apartament-de-vanzare-3-camere-X54H10068?lista=2349706&listing=1
3056,2,93,0,1,0,2,0,1,1774.19,165000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/romana/apartament-de-vanzare-2-camere-XC8B00008?lista=2349706&listing=1
3057,4,108.1,0,0,1,8,1,1,2215.54,239500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/timpuri-noi/apartament-de-vanzare-4-camere-XAPF00006?lista=2349706&listing=1
3058,2,51.8,0,0,1,8,0,1,2386.1,123600,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/nerva-traian/apartament-de-vanzare-2-camere-XAPF0000D?lista=2349706&listing=1
3059,3,80,0,1,0,2,1,1,891.68,71334,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-3-camere-XBR51000G?lista=2349706&listing=1
3060,2,52.6,0,1,0,2,1,1,1901.14,100000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/banu-manta/apartament-de-vanzare-2-camere-X14D10048?lista=2349706&listing=1
3061,2,51.6,0,0,1,8,0,1,2395.35,123600,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/unirii/apartament-de-vanzare-2-camere-XAPF0000A?lista=2349706&listing=1
3062,2,38,1,0,0,0,0,0,1092.11,41500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/militari/apartament-de-vanzare-2-camere-X33U10006?lista=2349706&listing=1
3063,3,85,0,0,1,5,1,1,982.35,83500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aparatorii-patriei/apartament-de-vanzare-3-camere-X53U00044?lista=2349706&listing=1
3064,4,95,0,1,0,2,1,1,1315.79,125000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/brancoveanu/apartament-de-vanzare-4-camere-XBR51000N?lista=2349706&listing=1
3065,4,160,0,0,1,3,1,1,2875,460000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/cismigiu/apartament-de-vanzare-4-camere-X9IH0000J?lista=2349706&listing=1
3066,2,61,0,1,0,1,0,1,2295.08,140000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/romana/apartament-de-vanzare-2-camere-X54H100B8?lista=2349706&listing=1
3067,2,52,0,1,0,2,1,1,1581.73,82250,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/sebastian/apartament-de-vanzare-2-camere-XC2Q00004?lista=2349706&listing=1
3068,2,53,0,0,1,5,1,1,1528.3,81000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aviatiei/apartament-de-vanzare-2-camere-X54P0002I?lista=2349706&listing=1
3069,3,77,0,1,0,2,1,1,2012.99,155000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/romana/apartament-de-vanzare-3-camere-X54H100FH?lista=2349706&listing=1
3070,4,288,0,0,1,6,1,1,4340.28,1250000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-sau-de-inchiriat-4-camere-X14D1000S?lista=2349706&listing=1
3071,3,118,0,0,1,3,1,1,4406.78,520000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/gradina-icoanei/apartament-de-vanzare-3-camere-X14D1001C?lista=2349706&listing=1
3072,2,50,0,0,1,4,1,0,1180,59000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/aparatorii-patriei/apartament-de-vanzare-2-camere-X8UN0001K?lista=2349706&listing=1
3073,2,54,0,0,1,10,0,0,1620.37,87500,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/vatra-luminoasa/apartament-de-vanzare-2-camere-XA1V1007J?lista=2349706&listing=1
3074,4,140,1,0,0,0,1,1,1985.71,278000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/pipera/apartament-de-vanzare-4-camere-X7FE1000N?lista=2349706&listing=1
3075,2,59,0,1,0,1,0,0,2118.64,125000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dorobanti/apartament-de-vanzare-2-camere-X4JJ1005G?lista=2349706&listing=1
3076,3,69,0,0,1,3,1,1,1031.88,71200,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/berceni/apartament-de-vanzare-3-camere-XBR51009N?lista=2349706&listing=1
3077,4,118,0,1,0,1,1,1,3322.03,392000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-4-camere-X95Q1001F?lista=2349706&listing=1
3078,2,54,0,0,1,3,0,1,2185.19,118000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/baneasa/apartament-de-vanzare-2-camere-X4JT1000R?lista=2349706&listing=1
3079,3,78,0,1,0,2,1,1,1461.54,114000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/mihai-bravu/apartament-de-vanzare-3-camere-XBVC00009?lista=2349706&listing=1
3080,1,54,0,0,1,4,0,0,5370.37,290000,https://www.imobiliare.ro/licitatii-apartamente/bucuresti/pache-protopopescu/garsoniera-de-vanzare-X5PE000JU?lista=2349706&listing=1
3081,3,101,0,0,1,4,1,1,2227.72,225000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/polona/apartament-de-vanzare-3-camere-XV0J00695?lista=2349706&listing=1
3082,3,125.65,0,0,1,7,0,1,1973.74,248000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/herastrau/apartament-de-vanzare-sau-de-inchiriat-3-camere-X7TK0005K?lista=2349706&listing=1
3083,2,57,0,1,0,2,1,0,1333.33,76000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/dristor/apartament-de-vanzare-2-camere-X9DA0004R?lista=2349706&listing=1
3084,2,59,0,1,0,2,1,0,1813.56,107000,https://www.imobiliare.ro/vanzare-apartamente/bucuresti/calea-calarasilor/apartament-de-vanzare-2-camere-XAL00000G?lista=2349706&listing=1
